id,z0,z1,Q_H,area_S,area_E,area_W,area_N,g_perp_S,g_perp_E,g_perp_W,g_perp_N,u_value_S,u_value_E,u_value_W,u_value_N
153,1.962857,1.3260561,178.7553136757361,7.051464,12.900672,7.912759,11.677269,0.40304124,0.39475498,0.4898581,0.5181329,0.6104607,0.6472758,0.60765207,0.6535391
154,-0.25549626,0.8094194,174.25194058858116,7.3487806,12.852484,10.785016,11.020722,0.49036923,0.49358922,0.5366041,0.4599668,0.5365438,0.5564425,0.5026323,0.5726855
155,0.067324325,0.37923878,174.17532031041682,8.208886,12.791838,10.614873,10.719881,0.47397572,0.4910516,0.5191748,0.485345,0.5208614,0.5504964,0.4935208,0.59035265
156,-0.8822381,0.36533245,172.39477646939415,8.043751,13.429742,10.5664215,9.901836,0.4651215,0.5112724,0.5584397,0.45442972,0.4711148,0.4755318,0.4594581,0.5273917
157,-1.0356822,-0.74916965,170.2404933248118,9.842164,14.264902,10.069566,8.272026,0.44918495,0.49613783,0.5691409,0.50531477,0.4048491,0.3676324,0.3906751,0.53428876
158,-1.0056782,0.7744174,173.30658546395105,7.1853113,13.404005,10.772642,10.505419,0.471662,0.4953811,0.56662214,0.41655144,0.4928091,0.51260823,0.4674127,0.52453953
159,0.57872224,0.4244453,174.9860948317076,8.143016,12.732987,9.837425,11.116268,0.47441018,0.47836027,0.5060215,0.5036902,0.5355678,0.5793523,0.5124453,0.607272
160,-0.980972,1.2801554,174.75087224877333,6.3646965,13.258965,11.074043,11.55654,0.48479027,0.46840099,0.5624238,0.39528877,0.5340182,0.5742046,0.47069284,0.550084
161,-0.97318035,0.24979205,171.9553996562263,8.223179,13.55957,10.495042,9.7291565,0.46219712,0.5157687,0.5610544,0.4613325,0.46022564,0.45647717,0.44855,0.5235865
162,-1.3837906,-0.21773453,170.5432015623519,8.777503,14.328146,10.378031,8.768238,0.43942797,0.5101324,0.57590604,0.48641878,0.42067876,0.37562117,0.40573633,0.5172313
163,1.6175609,0.29962128,176.09567219701734,8.880063,12.75111,8.130607,11.467236,0.45669866,0.4536442,0.46953157,0.50960076,0.5232471,0.59212226,0.54054946,0.6264378
164,0.0080341725,-1.0942624,170.96634396114314,11.175431,13.579383,9.184178,8.879076,0.49925274,0.491716,0.50690305,0.50969607,0.38271025,0.46444774,0.40111366,0.55904657
165,-1.1195273,1.4013189,174.99183651111053,6.1912785,13.35372,11.125587,11.74699,0.4808185,0.45935687,0.5655842,0.38148236,0.5353106,0.58007574,0.46204183,0.55021477
166,-1.2291715,1.3859172,174.91306430653594,6.2076607,13.413609,11.141403,11.662549,0.47321305,0.45843908,0.56800795,0.37439603,0.5296527,0.57304937,0.455293,0.54489046
167,0.30940163,-0.540101,172.69974544515597,10.227805,12.979446,9.476425,9.770863,0.48574892,0.49661583,0.4923544,0.489812,0.43024358,0.514167,0.4494756,0.57554513
168,0.48455322,-0.5204173,173.06501577436353,10.157602,12.887486,9.405998,10.0119505,0.4885595,0.49482593,0.48122355,0.48854297,0.43326432,0.5294524,0.4556675,0.5850877
169,1.0153724,-0.482876,173.5819470552428,10.18318,12.887163,9.144921,10.640836,0.50261974,0.49743614,0.46391615,0.49236596,0.44437188,0.56051666,0.4791387,0.6048679
170,-1.8329506,0.34459615,171.46764811229642,7.648529,14.515309,10.5427,9.386362,0.42756265,0.49669462,0.58465344,0.42483428,0.4414793,0.40546253,0.3895535,0.50286525
171,0.20791371,1.3303514,175.9454402947434,6.524505,12.724365,10.366936,11.528664,0.5055373,0.4489458,0.5383498,0.47198993,0.59626925,0.61106926,0.53485286,0.6090779
172,0.2618816,0.5740257,174.79221916724077,7.796926,12.708498,10.406477,11.074444,0.48026273,0.47932762,0.5177014,0.49252704,0.5435633,0.5715055,0.5088616,0.60020417
173,-0.48454753,0.49690452,173.3185367644882,7.8745155,12.971597,10.802278,10.373889,0.4742976,0.5083335,0.53990567,0.46012273,0.5008475,0.5213043,0.481661,0.549458
174,1.0388263,-0.185913,174.28527812636756,9.556441,12.769786,8.977196,10.9623575,0.49186546,0.48739102,0.47249573,0.4930016,0.47559977,0.5655409,0.49352545,0.6052435
175,-0.079012446,1.0098029,174.92583123983175,7.006498,12.762862,10.623408,11.310629,0.49825954,0.477573,0.5363475,0.4644208,0.5581284,0.5790653,0.51704836,0.58744174
176,-1.8470737,-1.1855882,168.6467880589894,9.614501,15.360588,10.355076,7.063871,0.42221475,0.48239794,0.60454804,0.533442,0.36614725,0.2708419,0.34306902,0.53069454
177,-1.4347672,0.048039388,171.00399397087054,8.278936,14.228663,10.409643,9.119776,0.44132873,0.5111226,0.57703316,0.46454176,0.43405375,0.39751127,0.4075386,0.5134586
178,0.6231208,0.7998649,175.70348010255864,7.3705235,12.704218,9.892407,11.357544,0.47550392,0.46744224,0.51093644,0.5053271,0.5675998,0.5957989,0.53670204,0.6182653
179,0.06798067,-1.3134475,170.72158283934874,11.347836,13.665271,9.181909,8.614846,0.5106092,0.49086386,0.49879846,0.5164528,0.37027642,0.46623814,0.397391,0.56410545
180,-0.9229866,0.30320993,172.16942488843958,8.140327,13.489096,10.526848,9.806985,0.46305853,0.5141183,0.55967885,0.4584059,0.46568984,0.46581143,0.45382783,0.52563703
181,1.0993794,-0.301896,174.0315373827724,9.831754,12.817584,8.941659,10.896277,0.4975479,0.49125555,0.46835098,0.4936722,0.4647391,0.56484824,0.4886416,0.6058234
182,0.4977123,0.49551165,174.980804802968,7.9725485,12.74559,10.003963,11.137973,0.4751225,0.4785372,0.5101576,0.50260466,0.5413404,0.57824427,0.5131653,0.6069487
183,-1.6883959,-0.14471993,170.47509529486916,8.423741,14.595542,10.398207,8.707623,0.42366078,0.5056437,0.584242,0.47325265,0.41705713,0.35836264,0.38881835,0.51074564
184,0.5350031,-0.6434956,172.76514252140578,10.423849,12.915412,9.42179,9.887066,0.49580723,0.4949998,0.47926873,0.4927916,0.42102584,0.5300998,0.45054474,0.5833756
185,1.2083925,-2.581118,168.78445916374207,12.982626,14.162044,9.514297,7.2740912,0.59236026,0.5255584,0.41114625,0.54798466,0.28303567,0.4958037,0.39890188,0.62995756
186,-1.1702262,-0.46491313,170.39089999346953,9.370521,14.230489,10.360981,8.606363,0.4465357,0.50803715,0.56744283,0.4986715,0.4158934,0.37447816,0.40709525,0.52481997
187,-0.31221366,-1.167211,170.4351013037541,11.027895,13.860631,9.0912285,8.502033,0.48980328,0.48973626,0.5313708,0.5139223,0.37889972,0.42186472,0.3862563,0.5518887
188,-0.7552889,-1.1245201,170.0300805554403,10.595854,14.212553,9.345528,8.006011,0.46709064,0.48628134,0.56393844,0.51310927,0.38353476,0.37398732,0.3729975,0.543431
189,1.9341551,-0.4590178,174.65697285126285,10.550873,13.016027,7.9099298,10.889272,0.48881415,0.47841898,0.44733202,0.5010575,0.45370638,0.5908439,0.50917774,0.62823707
190,-0.47047868,-0.9931112,170.52156015179258,10.673616,13.873674,9.300158,8.49292,0.47598913,0.489992,0.5453686,0.5115045,0.39254168,0.4103451,0.38823575,0.5428022
191,-1.400398,0.83554775,173.17763169099453,7.077631,13.774954,10.762224,10.489654,0.45940492,0.48517108,0.5712752,0.39396065,0.4788262,0.49364546,0.4399648,0.5150772
192,0.35772112,1.6755849,176.86452364549595,5.982026,12.799929,10.222729,11.894484,0.5066117,0.42390385,0.5443136,0.4670609,0.6246881,0.6383141,0.54634696,0.62474847
193,0.31904826,-0.6533418,172.45281642724999,10.466656,13.024522,9.411572,9.641427,0.48938027,0.4953079,0.48919255,0.49359724,0.41841826,0.5109349,0.44164488,0.57342553
194,-1.298503,-0.0678457,170.87512071424487,8.581227,14.134714,10.40107,9.036272,0.4461645,0.5135627,0.5724566,0.4781622,0.4311361,0.39663208,0.4137621,0.5177601
195,-0.4550075,-0.4825852,171.46942443690128,9.961854,13.5027685,9.971794,9.072622,0.46214834,0.50353056,0.53450894,0.5057548,0.43242797,0.4487097,0.42007622,0.5416341
196,-1.2725791,-1.9854811,168.08057636092425,11.045473,15.205132,9.27077,6.510799,0.47912386,0.47799283,0.57761383,0.5504762,0.335832,0.28050348,0.3174321,0.5694175
197,0.12254176,-0.52144474,172.4170609213668,10.1830015,13.107804,9.623142,9.637083,0.48116502,0.49631554,0.5042381,0.4918689,0.4327441,0.49834976,0.44377512,0.5662141
198,-0.18252683,-0.34155566,172.2265857401313,9.772536,13.203321,10.037691,9.593876,0.4690995,0.5029597,0.52117574,0.49721915,0.44844213,0.4853511,0.4405205,0.5555832
199,0.7888881,-0.8063047,172.65767762939853,10.719336,12.943266,9.436773,9.907616,0.5097411,0.49741763,0.4629169,0.4958686,0.40789497,0.5417862,0.454209,0.59226424
200,0.118370056,0.21197808,174.01038834501986,8.570756,12.819504,10.436071,10.56175,0.47006473,0.49335366,0.51447064,0.4873173,0.5071695,0.54474705,0.48813665,0.5902577
201,0.31535387,-1.8164771,169.91961530222076,11.90531,13.884898,9.350432,7.996824,0.5379587,0.50035065,0.47603014,0.53124654,0.33766866,0.4704662,0.39070117,0.58145803
202,-0.68843216,-0.7011856,170.75854082764897,10.117739,13.869554,9.859071,8.602592,0.458406,0.49637556,0.55188924,0.5078466,0.41388696,0.40602845,0.39839143,0.5373703
203,1.2798911,-2.171961,169.89977004503038,12.623597,13.743883,9.520701,7.8037405,0.5777051,0.5158257,0.4097064,0.53140956,0.30707544,0.5189394,0.41837725,0.62147516
204,-0.77407795,0.576241,173.0890115451086,7.6489925,13.211588,10.736609,10.258072,0.47248268,0.50390494,0.55671304,0.4413518,0.490823,0.5075765,0.47465202,0.53319544
205,0.50912166,-0.6511926,172.70570017264458,10.442202,12.928642,9.422969,9.846844,0.4956425,0.4950849,0.48036322,0.49316505,0.41996804,0.5277934,0.44896376,0.58205307
206,0.65335375,-1.0551969,171.8872756890774,11.163688,13.139549,9.486483,9.384745,0.5181369,0.497081,0.46540254,0.5029437,0.38469577,0.5276511,0.43695,0.5836085
207,1.5286826,-0.20769581,174.7694617312602,9.782869,12.904261,8.364451,11.103428,0.4859073,0.4771481,0.4641652,0.49908003,0.47882873,0.57854974,0.50395316,0.6205315
208,0.831081,0.4723084,175.40671102060952,8.144375,12.730867,9.427072,11.169709,0.46883062,0.4713756,0.49849382,0.50878024,0.5379663,0.5892337,0.5236522,0.6138735
209,-0.26644167,0.7747395,174.1690772660565,7.4110074,12.856701,10.788132,10.968856,0.48914045,0.4949703,0.5362309,0.4605891,0.5336579,0.5533905,0.50084823,0.5708902
210,-0.104187176,-1.4286771,170.32427369616613,11.365033,13.865823,9.107047,8.344459,0.50800043,0.48912722,0.5082165,0.52066356,0.36233366,0.43886364,0.3851593,0.5651821
211,-0.9765122,-0.25384024,170.94379947105858,9.199887,13.86387,10.444045,9.0460005,0.45518386,0.5160094,0.5554735,0.49427012,0.43395343,0.41019574,0.42321622,0.5290439
212,0.50058144,-0.24642289,173.74638160874628,9.572813,12.834967,9.513228,10.41415,0.48299956,0.49546635,0.48452586,0.48482618,0.46609542,0.5445685,0.47408575,0.59382045
213,-0.12959166,-0.05235106,173.0119970345076,9.145758,12.923048,10.325818,9.95581,0.46632197,0.50486076,0.52028334,0.48708534,0.47279027,0.51097804,0.46339777,0.5704694
214,-0.11512517,-0.6581047,171.67290886321564,10.396057,13.354425,9.559744,9.254802,0.47863227,0.49486598,0.5181379,0.49850702,0.42040077,0.46663132,0.42159098,0.5483695
215,-0.78938764,0.030996695,171.78813874076323,8.775974,13.431049,10.503664,9.54207,0.46232492,0.51914567,0.548234,0.4825232,0.45875698,0.4552935,0.44434273,0.53242713
216,-0.71657795,-0.79986864,170.58631984407327,10.208446,13.968419,9.742483,8.443152,0.459207,0.49326554,0.5556515,0.5087018,0.40704262,0.39669964,0.39134848,0.53837585
217,0.6353569,1.0777892,176.22226626000273,6.8530726,12.6568365,9.909148,11.473217,0.4805946,0.45449743,0.51582617,0.5005105,0.5881137,0.60809076,0.5528147,0.62301433
218,-1.3412448,-1.2688029,169.128053094706,10.136049,14.897961,9.769096,7.3229885,0.4456654,0.48272452,0.59051055,0.5267391,0.37318635,0.3054408,0.35151637,0.5405929
219,-0.72845393,-0.40471277,171.07704609081458,9.676039,13.684484,10.252218,8.97205,0.45718825,0.5094381,0.5481812,0.5027163,0.4314253,0.4238008,0.41756862,0.53600377
220,-0.09167944,1.5460405,176.04287839213208,6.1699533,12.825272,10.586603,11.884184,0.51853687,0.4416468,0.5515458,0.44375974,0.59718513,0.62144524,0.51918995,0.6055627
221,1.6765866,-1.2205715,172.69050230772294,11.672602,12.902857,8.834942,9.588811,0.53515893,0.508749,0.41920352,0.4923593,0.3807823,0.5743732,0.48717874,0.6203448
222,0.59509075,-1.6367322,170.36347733376095,11.915513,13.625723,9.467264,8.387865,0.54239386,0.50446355,0.46186015,0.52461463,0.3454013,0.49961734,0.40733176,0.5833117
223,-0.891745,-0.6347652,170.56253476065677,9.849088,14.025005,10.105897,8.533248,0.45318744,0.5004877,0.5601831,0.5035856,0.4147132,0.39002696,0.39934886,0.53497714
224,1.4693418,2.3743773,179.7879255211869,5.3418064,12.90456,8.949574,12.459811,0.44808182,0.3449493,0.5304845,0.50015116,0.6806892,0.6940209,0.6332339,0.66415256
225,1.2900811,-1.0323348,172.68987198817246,11.1841955,12.92492,9.228278,9.768323,0.5262391,0.5046257,0.43658823,0.4947468,0.3959615,0.55811983,0.4739516,0.60755986
226,-1.3380132,-1.1706908,169.2877298397802,10.017519,14.837349,9.857636,7.4643936,0.444309,0.48363012,0.58839154,0.52299047,0.37692183,0.31173503,0.35865012,0.5371365
227,-0.80447674,0.38742268,172.5882193108084,8.026771,13.32961,10.604087,9.963231,0.46714205,0.5097305,0.55476105,0.4550371,0.47600675,0.48454905,0.46524173,0.53083974
228,0.9350247,-0.4658462,173.58145409662114,10.115761,12.873594,9.207026,10.617772,0.50035995,0.49762136,0.46515447,0.49117178,0.44496018,0.55749464,0.4779461,0.60306257
229,-1.1529425,-2.7588158,166.9530094366691,11.778964,15.615019,9.172166,5.630273,0.5174888,0.47318342,0.5530856,0.58408284,0.29255113,0.27093115,0.29178053,0.5921626
230,-0.70630556,0.16675745,172.257373026338,8.51333,13.288788,10.543835,9.733154,0.46457094,0.5156583,0.54548377,0.47465283,0.4675907,0.4746139,0.45644152,0.5360662
231,-0.06745784,0.6049806,174.20488155995366,7.802458,12.747553,10.733982,10.925905,0.48395273,0.49239126,0.5245971,0.477692,0.53038895,0.5499923,0.5020183,0.58274925
232,0.04843844,1.1512432,175.3721070762,6.807055,12.749019,10.502382,11.391943,0.5035194,0.46444058,0.53698146,0.4686798,0.5742321,0.5940412,0.5249805,0.59825987
233,0.34788018,-0.56199425,172.7226852117798,10.265482,12.96246,9.441253,9.773102,0.48739308,0.49580324,0.4888775,0.49043652,0.4278279,0.51640195,0.44940615,0.5768897
234,-0.3234049,0.5020802,173.5782883863302,7.9283304,12.863701,10.8181,10.569813,0.4770763,0.50436014,0.53345263,0.46765384,0.5105476,0.5310955,0.48801705,0.5600898
235,0.23764434,1.1635083,175.61971327948012,6.8162875,12.697632,10.357486,11.395024,0.5014056,0.4599874,0.5326474,0.48117045,0.5840776,0.6002821,0.53519565,0.6064922
236,-0.5482697,0.8452988,173.98446428056482,7.201516,13.027641,10.908312,10.909954,0.48694277,0.49638015,0.5473667,0.4379861,0.52739024,0.55020577,0.48926848,0.5524862
237,-0.55034447,1.4964709,175.42819482407185,6.1980896,13.0735035,10.95129,11.978567,0.5140312,0.4571616,0.557706,0.41267142,0.56778723,0.61009,0.48657808,0.58340955
238,0.24789332,-0.36380982,172.99914296917302,9.81926,12.951437,9.690915,9.906609,0.48040107,0.49852082,0.49910858,0.48764512,0.449792,0.5192337,0.45824894,0.57801557
239,0.10285395,0.063473344,173.73266818783517,8.87399,12.837066,10.319511,10.354051,0.468828,0.49804875,0.51117873,0.48766458,0.49158344,0.53610295,0.48094302,0.5878647
240,-1.3201008,1.1118455,174.07862622269784,6.605015,13.546227,10.938239,11.032379,0.46469876,0.4711647,0.57196647,0.381922,0.50475013,0.5346459,0.4496585,0.5268905
241,0.80034983,-0.28871205,173.8881449793575,9.732884,12.807049,9.217327,10.706429,0.49080274,0.49342895,0.47384378,0.48726487,0.46388713,0.55395854,0.4808302,0.5976537
242,1.0965369,0.267697,175.33470656255616,8.706419,12.731001,8.972134,11.197454,0.47274044,0.46863234,0.48602968,0.5033492,0.51885265,0.58637166,0.5185078,0.61375016
243,1.891233,1.1651908,178.3350693648561,7.315631,12.841379,7.970739,11.624742,0.40931165,0.40561736,0.48674798,0.5188737,0.59769714,0.63693464,0.5971385,0.64912015
244,0.53027755,-0.41940144,173.39403630640246,9.957065,12.8444805,9.403461,10.232019,0.48715407,0.4953752,0.47939637,0.48484266,0.44661933,0.53620267,0.4633215,0.59109706
245,-0.31332812,-0.6429106,171.37320220426608,10.303434,13.532268,9.641614,9.0316,0.4711134,0.49605033,0.5297573,0.5048724,0.42237788,0.44924384,0.4127553,0.5400998
246,1.1466764,-0.2713649,174.14266817785912,9.772233,12.816109,8.879617,10.943134,0.496655,0.4893034,0.46851316,0.49442923,0.46821854,0.5666079,0.4913369,0.60727054
247,0.91542965,1.4555436,177.41990406475193,6.3085866,12.6271,9.534589,11.767559,0.47071066,0.42365843,0.5118612,0.5012345,0.61724913,0.63468456,0.58224577,0.63428366
248,0.3268707,0.08650975,174.12207653205158,8.853698,12.847867,10.057931,10.591115,0.4719561,0.4919756,0.50301886,0.4910465,0.49764,0.55138856,0.49013203,0.5947207
249,0.38734624,0.31786114,174.58765043211775,8.35443,12.748103,10.101012,10.934781,0.47418454,0.4833621,0.5100152,0.49610478,0.5246091,0.56479865,0.5024891,0.60111
250,0.10696361,0.06505683,173.74262946395837,8.870822,12.837086,10.317598,10.360788,0.46885797,0.49787286,0.51108927,0.4877311,0.4918427,0.53643256,0.48120037,0.5880576
251,-0.48526397,-0.5134388,171.35044789315876,10.006296,13.54685,9.946512,9.006507,0.46176186,0.5028564,0.5364586,0.5068952,0.42992526,0.44251862,0.41634616,0.5398929
252,0.35797155,1.44793,176.3668387252094,6.340725,12.705221,10.226163,11.63487,0.5040391,0.43856904,0.53739715,0.47732353,0.60983443,0.6222454,0.54411566,0.61733824
253,0.5727085,0.6931377,175.40909848284596,7.5852222,12.747293,9.959318,11.280389,0.4750491,0.4732123,0.5102659,0.5046751,0.55726194,0.589427,0.5271868,0.61374503
254,0.52743196,0.6928379,175.34154171207788,7.587702,12.743565,10.035318,11.275934,0.4764747,0.47378704,0.51178765,0.502904,0.5569637,0.58787274,0.5248404,0.61251694
255,0.3536202,0.39545506,174.6494555863038,8.17246,12.734651,10.2032795,10.992594,0.47536734,0.48231667,0.5128895,0.4957506,0.5312099,0.5662717,0.50445837,0.6012781
256,2.4996464,-0.6284256,174.96508094238527,11.180174,13.08073,7.28915,10.70668,0.48483413,0.47549948,0.4262751,0.50784814,0.4383499,0.60798705,0.53766155,0.6464302
257,2.008593,-0.22447132,175.38847190557166,10.048614,13.004358,7.6903825,11.12445,0.47146547,0.46470174,0.45432222,0.5045947,0.47539008,0.5912437,0.5248855,0.63575387
258,0.15941723,-1.094358,171.17666417545357,11.1927595,13.46981,9.2639,9.0028305,0.50457156,0.4934466,0.4967888,0.5097792,0.38431373,0.4843552,0.40755555,0.5632274
259,-1.2838244,-0.7762677,169.83825153787478,9.6322,14.525949,10.215881,8.084953,0.44282633,0.4970558,0.57907397,0.50829154,0.39680666,0.34216195,0.38606462,0.52805996
260,2.1770093,0.17164165,176.5979442982403,9.2321615,12.915812,7.4192476,11.391435,0.44424796,0.44434175,0.45631668,0.5115197,0.5145828,0.59597594,0.5570231,0.64696693
261,-0.26944235,0.008267503,172.84123192652734,9.012738,12.998649,10.4768,9.918783,0.4632338,0.50774324,0.52807444,0.4841195,0.47249067,0.5058019,0.46050057,0.5621149
262,-0.7600487,1.6233518,175.63426470081268,5.973577,13.254715,11.03013,12.223215,0.5106399,0.44971192,0.56117016,0.3937076,0.5636463,0.6163112,0.4743794,0.5797924
263,-0.37826687,0.2614145,173.1010586389117,8.42704,12.944254,10.710495,10.144378,0.46652177,0.51080567,0.5314589,0.47310516,0.48669666,0.5115605,0.47512266,0.5570407
264,0.28200182,0.11824737,174.11506360768172,8.775161,12.832611,10.155802,10.594236,0.47127086,0.49220192,0.505823,0.4909365,0.5009719,0.5500992,0.49062842,0.5944241
265,0.6590785,1.4879526,176.9971314999015,6.240194,12.637964,9.851486,11.701748,0.4905194,0.42736563,0.52445894,0.49038997,0.6175323,0.63078237,0.5650166,0.62816274
266,-0.3119492,0.93931985,174.4376261910768,7.0832405,12.900901,10.829071,11.1760845,0.49420628,0.49053204,0.5415487,0.45024478,0.5430173,0.5655925,0.5028019,0.57357085
267,-0.9813707,-0.2008466,171.01847341124872,9.101156,13.828173,10.447966,9.122021,0.45619437,0.51697516,0.5559384,0.49193722,0.4364861,0.41421026,0.4255188,0.52821
268,0.95531464,-0.51410073,173.49948581975536,10.220388,12.899023,9.221154,10.566239,0.50214773,0.4983332,0.4634356,0.49137664,0.44019178,0.5581675,0.4767725,0.60385704
269,0.39239094,-2.1686914,169.26500685361262,12.167529,14.131008,9.384955,7.5328484,0.5520256,0.5070777,0.46721905,0.5413013,0.31642464,0.45935285,0.38016996,0.5943138
270,0.4815688,-0.046622176,174.11150578623244,9.157455,12.841157,9.686326,10.573726,0.47633144,0.49170545,0.4925519,0.49032366,0.4866388,0.55389524,0.48657548,0.596144
271,0.061226018,0.03358739,173.60134681165783,8.938521,12.839369,10.329363,10.271291,0.4689096,0.49999404,0.5117047,0.48678204,0.4874451,0.53183365,0.47770685,0.58530843
272,0.47251573,1.2938911,176.26622746567693,6.5660086,12.665142,10.109291,11.523629,0.49686685,0.44610032,0.527087,0.48938277,0.6008527,0.6149125,0.550676,0.61902213
273,0.6109292,1.1664789,176.3254496115955,6.7108192,12.662546,9.94304,11.510898,0.4842246,0.45220846,0.5170267,0.4970717,0.5943832,0.61151737,0.55572313,0.62255424
274,0.16675615,0.97864056,175.19465042404877,7.1132565,12.703276,10.448928,11.310991,0.49604997,0.47137296,0.5291926,0.4826536,0.5680395,0.5857886,0.5273467,0.5993976
275,0.16715555,-1.236052,170.9322571078835,11.331006,13.546972,9.246375,8.797595,0.5104476,0.49339598,0.4939053,0.5136486,0.37412032,0.4811126,0.40325195,0.56379485
276,-0.71377945,1.8637817,176.22782410303518,5.7244344,13.258261,10.992404,12.523777,0.5212716,0.43211603,0.5646626,0.38861176,0.58139,0.63866526,0.47423932,0.59566504
277,-0.2824441,-0.11726325,172.53159599306963,9.282492,13.090536,10.360008,9.761916,0.4636588,0.50797546,0.5272344,0.4909807,0.46377283,0.49413753,0.45193288,0.5588933
278,-0.9016915,0.3228659,172.25433565812256,8.112264,13.461845,10.539588,9.84033,0.4637801,0.5131992,0.55891806,0.45737126,0.46781486,0.469474,0.4559896,0.5265769
279,1.3426327,0.3828112,175.9291282191355,8.612109,12.729011,8.582941,11.383249,0.4623888,0.45629948,0.47943363,0.5062361,0.5301121,0.5933774,0.5345584,0.6197677
280,1.1941425,-2.0940433,169.9436638580707,12.52421,13.725494,9.544252,7.9005437,0.57396376,0.5148059,0.41662982,0.53104174,0.31245875,0.5157891,0.41727093,0.6163219
281,-0.42457598,0.083485186,172.63444398034392,8.828662,13.097254,10.610958,9.86304,0.46323717,0.51253706,0.53294617,0.48132682,0.4716294,0.49707276,0.46066114,0.5526011
282,-0.46534237,0.24606521,172.9053693192751,8.440133,13.036653,10.664935,10.028742,0.4657736,0.5119072,0.535542,0.4718441,0.48128825,0.50285953,0.47237206,0.5504279
283,-1.9070703,-1.874934,167.65125732871488,10.353863,15.71961,9.906405,6.200325,0.4350149,0.47487774,0.61140025,0.5573376,0.34378904,0.2268209,0.3014305,0.55706036
284,-0.48377225,-0.7805949,170.88064704229672,10.379694,13.754499,9.551062,8.672055,0.46868706,0.49393538,0.54276234,0.50892377,0.4111167,0.42201245,0.3979776,0.53823453
285,2.2893636,-0.30032882,175.56636200918985,10.316495,13.041472,7.389455,11.058936,0.4679586,0.46211535,0.44521436,0.50830966,0.4671993,0.59927756,0.53738606,0.6434494
286,-0.17507094,-0.6564515,171.5787971866559,10.3744545,13.408151,9.578678,9.188063,0.47674322,0.49437952,0.5218089,0.5003408,0.42092875,0.46079373,0.41887555,0.545313
287,0.22521725,-1.8662219,169.79811974573354,11.857214,13.961997,9.308116,7.8756332,0.53618395,0.49907604,0.48092052,0.5339367,0.33530086,0.4606248,0.3852841,0.5818502
288,-0.25661486,-0.07360457,172.68754560535555,9.191438,13.032906,10.385006,9.832987,0.46370324,0.5075371,0.5263108,0.48844045,0.467328,0.49974895,0.45595226,0.5610233
289,1.1885425,2.0713084,178.8640986012648,5.5927277,12.810992,9.26512,12.22632,0.46238595,0.37274215,0.52761626,0.49912107,0.66041374,0.67240787,0.61238,0.6515245
290,-0.8657607,1.7917151,176.0051825827086,5.7612033,13.345131,11.072556,12.507551,0.51372063,0.4373982,0.5631455,0.38000762,0.5678195,0.6270447,0.46656638,0.5851671
291,-0.3609574,0.45694536,173.4444407873032,8.002836,12.879,10.814302,10.458732,0.47460073,0.5067005,0.53392774,0.46801192,0.5051388,0.525808,0.4848305,0.55764174
292,-0.978594,-0.5269113,170.56088828518583,9.625953,14.052347,10.269723,8.637191,0.45171618,0.50670046,0.56020164,0.50038767,0.4170967,0.3893794,0.40629536,0.53150046
293,0.9830554,1.1639498,177.03716887926566,6.7902594,12.622279,9.369579,11.5882635,0.4593606,0.43698522,0.50727963,0.50744814,0.59657705,0.6227456,0.5717397,0.6334973
294,-0.550279,0.7094026,173.67571639909434,7.465492,13.001967,10.879449,10.675779,0.4821684,0.50144637,0.5457614,0.4448739,0.5164266,0.5381337,0.48512298,0.54802763
295,-1.448901,0.5452199,172.22534889012599,7.517682,14.052013,10.611186,9.88791,0.4516301,0.49818486,0.5747854,0.41847453,0.4582837,0.45327833,0.42726874,0.5099093
296,0.48103687,-0.8097328,172.22461329411271,10.766378,13.043734,9.448165,9.60109,0.5018509,0.4956502,0.48153746,0.499376,0.40379936,0.52166486,0.4387165,0.57959265
297,1.1006261,0.33185658,175.49517504897224,8.589245,12.734891,8.973927,11.202606,0.46955386,0.46569464,0.48661196,0.5048822,0.5241572,0.58955956,0.52273047,0.6151541
298,0.29708287,0.37692493,174.55789657351667,8.214582,12.746778,10.28911,10.925596,0.47451138,0.48400956,0.5132625,0.49326298,0.5283639,0.56316465,0.50213933,0.59891677
299,0.894032,0.9897169,176.57345142628384,7.0591903,12.636808,9.459749,11.460369,0.46266848,0.44902116,0.5065534,0.5078338,0.5840035,0.613138,0.55829316,0.6285312
300,-0.07815706,0.6368165,174.2269475926698,7.745653,12.74479,10.742177,10.959687,0.4853758,0.49180353,0.52587134,0.47643617,0.531895,0.5510317,0.5031156,0.5821423
301,0.5064909,1.2615707,176.27449568751655,6.602213,12.671732,10.072607,11.519565,0.49442363,0.4479221,0.5239944,0.49137866,0.5994334,0.6136704,0.5519956,0.61999923
302,0.6200648,0.23101321,174.74862772812799,8.581649,12.749267,9.673382,10.968416,0.47590062,0.48015326,0.4983455,0.49966216,0.5157509,0.5719459,0.5053165,0.60406256
303,0.5184135,-0.19184442,173.88512539760197,9.463338,12.837859,9.529903,10.486324,0.48184022,0.49388266,0.4858008,0.4857379,0.47186413,0.54870886,0.47840992,0.59507746
304,-1.0663328,-0.4261883,170.58234432058694,9.404722,14.087529,10.37458,8.729977,0.44953224,0.5105206,0.560994,0.4984937,0.42109102,0.38721743,0.41224647,0.5272627
305,-1.1633596,0.31095955,171.82565123661792,8.035764,13.80033,10.487652,9.68661,0.45931906,0.5117609,0.5693196,0.44943005,0.45528924,0.44673237,0.43803746,0.5164449
