id,epoch,z0,z1,width,height,Ug,gp,thickness_roofA,thickness_construction_Structure,thickness_construction_Insulation,energy
819,100,-1.945703,-0.9127835,3.0962684,1.2916155,0.9232173,0.60339755,0.18427548,0.15926658,0.23520583,47057.883
820,100,-0.80340964,-0.6895498,3.1914954,1.2476517,0.9018167,0.60897475,0.19564334,0.16016793,0.24763778,47010.484
821,100,1.0996596,0.6552637,3.151868,1.310617,0.63003176,0.5180044,0.19685775,0.15692928,0.27320722,47579.406
822,100,-0.057469517,-0.39121705,2.643546,1.3669527,0.94763243,0.61260545,0.18807419,0.15751447,0.2321332,47248.445
823,100,0.01050002,1.7858706,2.9100237,1.3594673,1.0628568,0.6276481,0.18056145,0.1712665,0.19827953,47256.77
824,100,0.2711702,-0.80149686,3.2287748,1.3806275,0.58580256,0.4842341,0.19065519,0.15791443,0.27542663,47679.934
825,100,-0.10321275,-1.0513904,3.241213,1.0310946,0.92143506,0.63329345,0.24371174,0.17809474,0.27097443,47289.93
826,100,0.82455724,0.53117836,2.8250213,1.3556046,1.0702513,0.6264647,0.18698451,0.18002053,0.20663628,47261.562
827,100,0.93639857,-0.5256406,3.1784081,1.1441505,0.8251233,0.5991721,0.22228128,0.16129702,0.2722277,47239.21
828,100,-0.52886987,0.17371185,3.1687129,1.31214,0.9415323,0.61115205,0.17959756,0.15931283,0.22949195,46959.914
829,100,-1.0003303,1.6739857,3.1356075,1.337436,0.637378,0.49344665,0.18866405,0.16092394,0.2823114,47596.01
830,100,1.5133281,0.55313206,3.1173604,1.3281018,0.96680295,0.6146374,0.1840156,0.16965067,0.22379905,47016.203
831,100,1.411172,0.78580385,3.1875672,1.3173887,0.9186303,0.60695934,0.17944841,0.15910986,0.23203257,46960.082
832,100,0.9304085,-0.17531641,3.2073684,1.3426714,0.8161514,0.56459147,0.18206216,0.1586329,0.24724218,47136.562
833,100,0.38909397,1.171041,3.0674856,1.2973758,0.84937626,0.53263,0.19404753,0.15788311,0.2295029,47468.45
834,100,1.7549862,-0.13298842,3.1579807,1.2718271,0.95070815,0.59555405,0.21279418,0.18451653,0.22963548,47205.227
835,100,-1.7971646,-0.8022532,3.195097,1.1824328,0.8720107,0.6087232,0.2117599,0.16119882,0.2600196,47119.035
836,100,-0.5226194,1.0429776,3.1363661,1.2977946,0.90648544,0.5870824,0.18637656,0.15851219,0.2201936,47176.184
837,100,-1.1043833,0.05216508,3.1134756,1.2775141,0.8536713,0.59219396,0.18842338,0.15857889,0.24563488,47158.203
838,100,0.36448124,1.471322,3.1930954,1.2966466,0.9571932,0.60950434,0.19430882,0.17245486,0.22635832,47043.5
839,100,1.1172835,-1.5639046,2.8797839,1.35344,0.96163994,0.6166942,0.18073285,0.1587366,0.22649845,47091.63
840,100,0.5290452,0.4226286,2.8531516,1.3256164,0.9842394,0.6052639,0.2069999,0.19041494,0.22699961,47331.99
841,100,0.8449956,-0.67559385,3.2105165,1.1332382,0.91531795,0.6231168,0.22157367,0.16659997,0.25523132,47163.35
842,100,-0.45408037,0.08595198,3.0588212,1.2734654,0.8978864,0.59487975,0.18850797,0.1591118,0.24157888,47137.88
843,100,-0.51080513,-1.1806322,3.2292702,1.2336551,0.9627655,0.6288701,0.19835283,0.16968451,0.23113523,47043.48
844,100,-0.029856121,-0.11817078,3.1987953,1.1777412,0.8760272,0.61044914,0.21272781,0.16150382,0.25920606,47120.992
845,100,1.7640524,0.4001572,3.2443426,1.1296777,0.9596317,0.63007635,0.2172508,0.1714541,0.2455557,47165.984
846,100,0.43480796,0.54009444,3.2575867,1.0779537,0.9825707,0.6429409,0.23171456,0.18081072,0.24817067,47246.484
847,100,-1.6301984,0.46278226,3.2293143,1.2156881,0.962806,0.6258931,0.19780105,0.16632475,0.23376894,47050.168
848,100,0.037005723,0.76790243,3.1981986,1.3102806,0.9492017,0.6146128,0.17982793,0.15949018,0.22713095,46941.07
849,100,0.3547577,0.61688656,3.31329,1.0068636,0.99539423,0.6667563,0.2488379,0.19582233,0.27124107,47213.383
850,100,0.8591042,-0.8096266,2.9601474,1.3287809,0.95086056,0.6138015,0.18297724,0.1585934,0.22853905,47078.707
851,100,-1.3647583,-0.021869909,3.1687922,1.3066719,0.9087535,0.60490954,0.18148491,0.15900753,0.23460162,46996.67
852,100,-1.3730426,-1.067742,3.1847906,1.3417039,0.71131337,0.52846974,0.18326841,0.16064928,0.26725236,47363.16
853,100,-1.1474687,-0.43782005,2.9040098,1.3375497,1.0076103,0.61513984,0.1940139,0.18314314,0.22244889,47205.414
854,100,-1.0793432,-0.11422555,3.1545043,1.2899687,0.9127284,0.59739876,0.18571039,0.15900502,0.22220296,47122.273
855,100,1.8219151,-0.07565047,3.18723,1.3624254,0.54808015,0.4792846,0.18852891,0.16061889,0.28471452,47820.285
856,100,-0.15993978,-0.8319575,3.079753,1.3461381,1.0075674,0.62510294,0.17652482,0.16298947,0.20743817,47046.668
857,100,1.7612661,0.7540957,3.019374,1.2830812,0.91506064,0.6015972,0.18724263,0.15901195,0.23821303,47127.25
858,100,-0.44092262,-0.28035548,3.0632114,1.3042434,0.9560864,0.5939019,0.20442897,0.18467584,0.2274558,47232.555
859,100,-0.64295256,0.15011522,3.2098088,1.3525705,0.7174914,0.52960026,0.1862064,0.15812774,0.2606036,47347.617
860,100,1.5199949,1.7195894,3.2252457,1.2379717,0.9641171,0.62683773,0.20016944,0.17133118,0.23062368,47053.684
861,100,0.46566245,-1.5362437,3.2930787,1.0177854,0.9902749,0.6589023,0.24652459,0.19207071,0.2635784,47259.508
862,100,-1.4465348,0.800298,3.2105587,1.2118976,0.9375218,0.6216662,0.20200223,0.16364433,0.2410137,47049.797
863,100,-0.13010696,0.09395323,3.2313955,1.1313095,0.97108895,0.62924784,0.23407763,0.189007,0.24512762,47260.426
864,100,0.49805242,-0.026192237,3.1980755,1.3616003,0.59451425,0.49256498,0.18547769,0.16037686,0.27708805,47656.457
865,100,-0.392389,-3.046143,2.9146416,1.3403542,1.0141759,0.6173469,0.1915703,0.18130077,0.22094288,47178.508
866,100,-0.5109262,0.7747283,3.1887772,1.2966368,0.935488,0.6108415,0.18291663,0.15945059,0.23042989,46974.03
867,100,-0.97110456,0.3148172,3.2160764,1.2881002,0.9610641,0.6213666,0.18330938,0.16169956,0.22628194,46956.71
868,100,-2.0118804,0.5897036,3.1815178,1.2635571,0.9030874,0.60578275,0.19103053,0.15951076,0.24398834,47015.516
869,100,-1.8300285,-0.6958351,3.14685,1.2307005,0.9456718,0.5862271,0.23019025,0.19242583,0.23469803,47339.605
870,100,-0.15602389,1.0490932,3.0883946,1.2927474,0.86667573,0.55279964,0.19254233,0.15782547,0.22300762,47383.508
871,100,-2.6591723,0.60631955,3.024171,1.2335941,0.7914038,0.5438728,0.20581058,0.15741366,0.21968746,47723.715
872,100,0.2066905,0.5310425,2.57125,1.3856118,1.1468084,0.6365754,0.19942406,0.19346336,0.18399748,47681.777
873,100,-0.41361898,-0.7474548,3.203194,1.1712242,0.88931787,0.61433065,0.21391661,0.16226561,0.25780815,47109.996
874,100,-1.4828833,-1.3094121,3.0708954,1.2976716,0.9593472,0.5911672,0.2080882,0.1860555,0.22807251,47247.496
875,100,-0.42870206,-0.63784057,3.224122,1.1969137,0.9542383,0.62488955,0.2031331,0.16589823,0.23844932,47070.6
876,100,-0.56931204,0.26990435,3.2049875,1.3166794,0.9555623,0.61734664,0.17858444,0.15961325,0.2254625,46922.81
877,100,0.34816924,0.6632581,3.150992,1.3379846,0.6715142,0.50581163,0.18668573,0.1608438,0.27739012,47499.516
878,100,-1.2128679,0.28376955,3.199935,1.3518702,0.68345875,0.5216323,0.18255459,0.16009688,0.26546687,47425.992
879,100,-0.41747734,-1.0974966,3.0231388,1.1992989,0.77484554,0.54566324,0.21129628,0.15784363,0.22558022,47770.95
880,100,-1.5844736,0.8444543,2.7943265,1.3714024,1.0930367,0.6316745,0.1821372,0.17525133,0.1876442,47447.684
881,100,2.6205738,-0.7474732,3.138277,1.1596546,0.9406189,0.57416975,0.2448984,0.19810328,0.24448872,47510.406
882,100,0.4209183,0.24660219,3.0240333,1.2108817,0.78190434,0.5459446,0.20929927,0.15783735,0.2230199,47752.33
883,100,2.171165,0.66207427,3.2143068,1.344303,0.877036,0.5827936,0.17801315,0.15934965,0.23535785,47030.133
884,100,-1.1460004,0.047066096,3.2225754,1.3637185,0.7180555,0.5243347,0.18206307,0.15921038,0.2556219,47376.746
885,100,1.5927707,-0.25857264,2.71679,1.3354983,0.93329436,0.60955304,0.19054237,0.15746501,0.23491195,47253.93
886,100,-0.042171452,-0.2868872,3.1847165,1.2441623,0.89413774,0.60585755,0.19643903,0.15996827,0.24999064,47030.137
887,100,-1.1022302,-0.024549423,3.0742843,1.317545,0.95356864,0.61340654,0.18105762,0.1591174,0.22754617,47012.008
888,100,0.75194657,0.5629897,2.881964,1.3358047,0.9490721,0.6138668,0.18422124,0.15822014,0.23025544,47119.67
889,100,-0.81336427,-1.4664243,3.2204428,1.3584342,0.75507843,0.5388049,0.18203238,0.15877104,0.25185642,47278.812
890,100,-0.13105401,1.1330799,3.153766,1.3365624,0.9859705,0.62096256,0.17661045,0.16210458,0.21800321,46938.746
891,100,0.22384356,0.32962298,3.2276378,1.0726137,0.97793496,0.6193898,0.24696782,0.19770356,0.25729787,47381.34
892,100,-0.011145612,0.0114989,3.195899,1.2250209,0.8961643,0.610228,0.20102085,0.16058278,0.2510968,47039.16
893,100,0.05157494,0.8672766,3.201466,1.382634,0.47760534,0.4571311,0.21090347,0.15548657,0.2941059,48038.164
894,100,-0.48024905,0.9361076,2.6804006,1.3879281,1.1183956,0.6393114,0.18209784,0.17724079,0.17290701,47669.543
895,100,0.56400853,-1.2845523,2.645866,1.3929813,1.0045191,0.6214153,0.17878982,0.16210401,0.21579087,47232.484
896,100,0.31716064,0.52004063,3.0887918,1.3244914,0.9647457,0.61154634,0.1882357,0.17377242,0.22475642,47071.72
897,100,0.53420115,0.3178851,3.2151268,1.2632482,0.95676947,0.6219133,0.18892409,0.16250281,0.22999215,46989.215
898,100,0.15494743,0.37816253,2.634689,1.3357192,1.0289524,0.6030177,0.22309963,0.19761255,0.22692007,47498.023
899,100,0.966768,0.5080679,3.22076,1.3844072,0.5422068,0.46976885,0.18844283,0.16000064,0.28204593,47844.188
900,100,-0.1359497,1.1368914,3.1873505,1.3188479,0.8748844,0.59384614,0.1813428,0.15874234,0.23850527,47038.273
901,100,-1.3128496,1.4148741,3.2753563,1.0341523,0.98960274,0.6514185,0.24254805,0.18767415,0.2574946,47274.883
902,100,-0.5327028,1.0907497,3.0593474,1.3342847,0.9858212,0.617075,0.184443,0.17200175,0.22251128,47043.766
903,100,1.4219756,0.45636335,3.2989817,1.0153521,0.9889644,0.6611522,0.24717952,0.19324693,0.26465663,47254.37
904,100,-0.739563,1.5430146,3.2444592,1.1231146,0.9770182,0.63331765,0.2192661,0.17401303,0.24296397,47185.934
905,100,-0.70492136,0.67997485,3.2144492,1.2202975,0.96688503,0.6170946,0.21667933,0.18193106,0.23605257,47138.27
906,100,-0.9571581,1.0139722,3.1009068,1.3450817,0.99478906,0.6240721,0.17565204,0.1617788,0.2103203,47004.523
907,100,2.163236,1.336528,2.9153671,1.3304243,0.9880075,0.61015654,0.19850662,0.18533936,0.22536537,47236.92
908,100,-0.8958158,0.5483281,3.2471538,1.1110913,0.9680202,0.6374583,0.23381823,0.18742974,0.2441309,47269.26
909,100,-1.0148259,-0.6023319,2.9122162,1.3602221,0.97478116,0.6185663,0.17808697,0.1599083,0.22329983,47057.65
910,100,1.2302907,1.2023798,3.2181644,1.397855,0.48047417,0.45623803,0.1936792,0.16081691,0.29212314,48023.984
911,100,0.8644362,-0.742165,3.1845913,1.3335665,0.9736484,0.62011,0.1759844,0.16077942,0.22050613,46916.4
912,100,1.001331,0.5972125,3.1918106,1.3580805,0.5920378,0.49277383,0.186133,0.16038463,0.2786501,47662.34
913,100,-0.79991364,-0.22007579,3.194559,1.3428708,0.7556567,0.5450049,0.18124542,0.1603222,0.2588781,47256.0
914,100,0.027762132,-0.4255422,3.1157396,1.3069817,0.9441217,0.61067086,0.18116118,0.15927504,0.23043695,46999.344
915,100,-0.8174931,-1.4013473,2.746377,1.3856618,1.0643345,0.6360912,0.17560057,0.1678467,0.18201748,47517.43
916,100,0.8811311,1.0329891,2.747886,1.3645964,1.095401,0.6297631,0.18839355,0.18268673,0.19808018,47400.062
917,100,1.6606076,-1.4166034,2.5882251,1.4121631,1.0978186,0.64389384,0.17521986,0.17158951,0.17051819,47714.227
918,100,-0.4003488,-1.472323,3.226037,1.2024106,0.9566601,0.6249846,0.20151672,0.1658125,0.23751631,47061.273
919,100,-0.010056471,1.238007,3.0533876,1.1793495,0.77756655,0.5590968,0.2134788,0.15845498,0.2394967,47649.547
920,100,0.5072389,-0.1162297,2.8725977,1.308944,0.96106195,0.59318954,0.2153249,0.1929918,0.23008215,47399.215
921,100,0.43554616,-0.59922427,3.2238371,1.365818,0.69524777,0.5178408,0.18400286,0.15859644,0.25942618,47416.934
922,100,2.3039167,-1.0600158,3.228624,1.2095989,0.95941526,0.6250783,0.19928485,0.16585362,0.23599753,47051.824
923,100,0.115147874,-0.37914756,3.1963463,1.3618941,0.58004624,0.48853165,0.1862256,0.16037636,0.27923018,47707.117
924,100,-2.994613,0.8809376,3.2549973,1.0790238,0.987256,0.6386438,0.23044366,0.17915568,0.24876186,47242.18
925,100,0.71998376,-1.1029062,3.234737,1.0703303,0.93474734,0.6302238,0.23431638,0.1734151,0.25959724,47253.6
926,100,0.22246316,-0.08837552,3.152333,1.3270042,0.8585259,0.55691755,0.18249565,0.15927412,0.247255,47146.11
927,100,-0.39522898,-1.1594205,2.763239,1.3785031,1.0901339,0.6369993,0.17976218,0.17212752,0.17893624,47549.418
928,100,-0.86026245,0.32830128,2.952098,1.2604264,0.8844377,0.5927179,0.19262303,0.158918,0.2447364,47246.395
929,100,0.69938046,-1.0612223,3.0463805,1.3311129,0.9782099,0.6143323,0.18768454,0.17488974,0.2240291,47080.89
930,100,-0.16325495,-0.086455286,3.1751075,1.3560029,0.5511128,0.47927842,0.1896317,0.16133547,0.28690815,47815.957
931,100,-0.4576406,0.3718111,3.2028127,1.2958891,0.9613432,0.6131694,0.19225693,0.17046462,0.22660665,47013.664
932,100,-0.83218604,0.17233914,3.2822852,1.0196906,1.0030453,0.6503542,0.24546969,0.1894326,0.2636345,47262.844
933,100,-0.20289683,-0.10988278,3.2247481,1.3679947,0.6832689,0.5125905,0.18302077,0.1591854,0.260135,47454.535
934,100,-0.49610233,-0.074804984,3.0584893,1.1544425,0.9278387,0.549881,0.24727003,0.19927481,0.24466139,47672.598
935,100,1.1523316,1.0796186,2.5588787,1.4045987,1.1601502,0.6418687,0.19202459,0.19026583,0.16745475,47829.516
936,100,0.87938994,0.63542455,3.0446074,1.239419,0.76220465,0.5712397,0.19865718,0.15788683,0.26031154,47415.008
937,100,-0.64072573,-1.1343116,3.1139133,1.2414141,0.85656655,0.5819761,0.1974444,0.15879114,0.22989759,47337.1
938,100,0.45730963,0.9623417,3.213449,1.3820553,0.50310975,0.46314788,0.20341223,0.15627804,0.2896201,47951.586
939,100,1.3151376,-0.32345748,3.184494,1.2966871,0.9561981,0.6068431,0.19585393,0.17399186,0.22640498,47064.938
940,100,-0.80871755,-1.104124,3.0762362,1.3294067,0.97199136,0.6141653,0.1865228,0.17300633,0.22412941,47056.613
941,100,-0.9327409,-1.2630683,3.0322852,1.3031243,0.93849313,0.6084328,0.1842141,0.15899989,0.23245177,47072.117
942,100,1.4940791,-0.20515826,3.2203445,1.1720287,0.9710247,0.62029135,0.2290957,0.18766889,0.24152577,47221.023
943,100,0.47689837,0.14844958,3.154374,1.2137622,0.8536123,0.5929114,0.2032806,0.1593068,0.25711584,47171.832
944,100,0.045134015,2.339625,3.2371795,1.1557813,0.9575163,0.6276444,0.21144913,0.16893002,0.24308263,47124.832
945,100,-0.36159927,1.0645851,2.9032037,1.2523298,0.87675023,0.58986956,0.19527328,0.15871939,0.24745801,47302.28
946,100,1.8831507,-1.347759,3.1864517,1.255105,0.95614606,0.6026554,0.21521266,0.18397802,0.23222376,47172.863
947,100,-0.923912,1.4121517,3.2121668,1.3383596,0.9196591,0.5996713,0.17704833,0.15934466,0.22962931,46949.0
948,100,1.8081318,0.43663847,3.1903498,1.3194985,0.9593419,0.61246705,0.18352628,0.16626321,0.22346076,46982.254
949,100,-0.34167808,0.024290914,3.2020173,1.3293849,0.96640223,0.61541545,0.17618576,0.15945667,0.22092262,46923.594
950,100,-0.67246044,-0.35955316,2.6645467,1.1522323,0.7284533,0.5464803,0.2204186,0.15804747,0.27229568,47901.67
951,100,-2.4375644,1.1149246,3.1894515,1.3420043,0.6606402,0.5166977,0.19157334,0.15762614,0.26976717,47479.227
952,100,-0.43918952,0.18133843,3.1402624,1.2929648,0.9035349,0.59080887,0.18646803,0.15871622,0.2201086,47176.188
953,100,0.067516856,0.77760416,2.705871,1.1963975,0.80535126,0.56761855,0.2109972,0.1580513,0.26273406,47648.566
954,100,-0.94444627,-0.4100497,2.7878976,1.32373,0.9344934,0.6084387,0.18957026,0.15796405,0.23313752,47231.742
955,100,0.60512006,0.895556,3.1838186,1.3482393,0.63952404,0.5066867,0.18532883,0.16082548,0.2758295,47525.81
956,100,-0.061638054,-1.4327354,3.19797,1.064432,0.8219558,0.6115168,0.23938484,0.1655674,0.28025687,47334.633
957,100,0.4936441,0.48701534,3.1899552,1.3295637,0.9352288,0.5991179,0.17767987,0.15946087,0.2299385,46959.28
958,100,2.346647,-1.2791611,3.2011518,1.3385105,0.848056,0.5766353,0.17863515,0.1599428,0.24359737,47075.44
959,100,1.5327792,1.4693588,3.1591454,1.2998639,0.8406008,0.5889193,0.18518387,0.15852365,0.24518804,47127.527
960,100,-0.96050435,-0.79311734,3.1855128,1.32972,0.91215646,0.58940727,0.17849228,0.15958095,0.23608351,46983.742
961,100,-1.3751845,0.50099224,3.0607204,1.2437406,0.7347051,0.56504196,0.19898331,0.15769748,0.26286307,47451.87
962,100,-0.87079716,-0.5788497,3.215693,1.3687276,0.59576464,0.48905942,0.19269058,0.15742363,0.27622396,47645.92
963,100,-1.664173,-0.12656933,3.0827038,1.309596,0.8477577,0.53065,0.19093144,0.15831204,0.23776361,47399.926
964,100,-0.46931073,0.8756957,3.202399,1.3359545,0.8826519,0.58823365,0.17782085,0.15988757,0.23809874,47010.023
965,100,-0.8577026,0.13545467,3.105344,1.3214571,0.80861837,0.5228756,0.18815467,0.1587604,0.25495505,47364.453
966,100,0.9364457,-0.035095178,2.890371,1.2310431,0.8416176,0.5795382,0.19959806,0.15875621,0.2529816,47408.402
967,100,-0.3559515,2.5402317,3.2131326,1.3552085,0.7516954,0.5362129,0.18061903,0.15981337,0.2537039,47297.4
968,100,-1.0314825,-1.4299912,3.2051435,1.3287545,0.96767086,0.61820775,0.17595321,0.15950318,0.22028825,46916.934
969,100,0.7553957,0.86740744,3.110673,1.3245122,0.76528513,0.514452,0.18817405,0.1591586,0.2649548,47410.28
970,100,0.8579239,1.1411018,3.2033672,1.3444644,0.7554406,0.5451672,0.18517224,0.15826608,0.2563253,47256.344
971,100,2.0112567,-0.044595428,3.2357523,1.1650797,0.95812714,0.627203,0.20925304,0.16839285,0.2417756,47111.883
972,100,0.2863437,0.60884386,3.1948645,1.1463124,0.8510197,0.60746896,0.2208119,0.16183725,0.26686937,47192.4
973,100,0.1833392,1.670943,3.24164,1.4060082,0.49570924,0.45888335,0.19494677,0.15828708,0.28732407,47960.734
974,100,-0.9389816,1.017021,3.2060342,1.2465652,0.9302665,0.6176493,0.19474979,0.16119348,0.2401663,46995.242
975,100,0.21555306,0.56800735,3.219051,1.3727154,0.6158086,0.49002734,0.18499348,0.15983385,0.2717524,47603.41
976,100,-0.6780258,1.2978458,3.2518792,1.1233075,0.9642074,0.6397042,0.2265265,0.1821059,0.24286,47215.12
977,100,0.026738383,0.18345025,3.193694,1.3357608,0.84457743,0.57264614,0.17941563,0.1601417,0.24704468,47084.83
978,100,-1.1046166,-0.030936258,2.5716481,1.4129215,1.129143,0.64998204,0.17914099,0.17783934,0.16192655,47821.195
979,100,-1.5914478,0.0032222164,3.126443,1.275178,0.8857241,0.58591855,0.19035864,0.15873273,0.2217187,47253.836
980,100,1.0217906,-0.55254066,3.147415,1.3264532,0.85732687,0.554064,0.18303683,0.15919031,0.24722864,47161.477
981,100,-1.481246,-1.2725581,3.2149982,1.1896122,0.9411198,0.62315845,0.2065872,0.16506675,0.24228108,47082.918
982,100,1.0590272,-1.0225644,2.7454085,1.380597,1.0959198,0.6375305,0.18015338,0.17303535,0.17751786,47575.95
983,100,0.4066571,1.2016978,2.694908,1.392631,1.0779872,0.6384564,0.17576648,0.16942532,0.17687161,47601.977
984,100,1.285984,-1.5069984,3.0988512,1.2632422,0.75313365,0.56945425,0.1946516,0.15788929,0.25907713,47368.54
985,100,0.6071117,-1.0481704,3.2139237,1.3004874,0.96288276,0.6212068,0.18363713,0.16383648,0.22489338,46953.312
986,100,0.4595849,0.28005785,3.0062501,1.3519872,1.0362957,0.62581134,0.1784218,0.16687551,0.20340472,47134.715
987,100,-0.16821422,0.3779101,3.226293,1.0960114,0.93304306,0.62763953,0.22855611,0.17069624,0.25588286,47221.633
988,100,0.39904633,-2.7725928,3.2344942,1.1233048,0.9500711,0.62838036,0.22037134,0.17026219,0.24879539,47177.047
989,100,1.0156653,0.70104134,2.7517643,1.380463,1.0062447,0.6230555,0.17698246,0.16201538,0.21281381,47188.977
990,100,0.09772497,0.5829537,3.1543934,1.3380142,0.9827268,0.62210953,0.17572783,0.16090493,0.21569276,46943.938
991,100,0.5232617,-0.53758335,2.7435756,1.3808055,1.0958085,0.6377226,0.18010814,0.1729854,0.17731763,47579.1
992,100,-1.8430696,-0.477974,3.2115686,1.3436102,0.8666126,0.5782052,0.17794736,0.15965037,0.23772469,47053.88
993,100,-0.687299,-0.11747455,2.7647765,1.375814,0.98551005,0.618876,0.17886741,0.16056713,0.22178659,47149.695
994,100,-2.5827966,-1.1539503,3.2219224,1.3631539,0.71438503,0.5252239,0.18398716,0.15854302,0.25804168,47364.414
995,100,0.46313033,0.27909577,3.1417375,1.3059676,0.9123297,0.5849403,0.18509433,0.15850233,0.22076559,47151.746
996,100,-0.64705354,0.17124355,3.1258216,1.3226665,0.8502618,0.54270303,0.18547873,0.15885934,0.24643654,47240.945
997,100,1.4229835,0.39608657,3.1744144,1.3415525,0.6875263,0.51789546,0.18484895,0.16086385,0.27239335,47428.37
998,100,0.99090916,-0.1867091,3.2239091,1.2552557,0.9627523,0.62609315,0.19437815,0.16845542,0.22890297,47020.14
999,100,-0.048344623,-0.60810125,3.2201936,1.1425864,0.9716932,0.61794597,0.23732749,0.1922449,0.24597803,47288.324
1000,200,1.1173053,-0.5189002,2.7440171,1.3896483,1.101372,0.64498556,0.18301523,0.175825,0.21424663,47081.027
1001,200,0.40262553,-1.775888,2.5672455,1.4220232,1.1518005,0.6408895,0.17720516,0.17572874,0.22620001,47046.383
1002,200,0.81786186,0.23820019,3.3001642,1.0537184,0.94893706,0.6508648,0.24023567,0.18546885,0.27591687,47121.062
1003,200,0.27560067,1.4350494,3.2776673,1.3969741,0.67925423,0.5129837,0.1792475,0.16043466,0.26797736,47336.766
1004,200,0.5210649,-0.57578796,3.213063,1.3362708,0.9448136,0.6256584,0.18738025,0.15778098,0.22125658,46898.152
1005,200,-0.23929659,-0.24679355,2.7808478,1.3846586,1.0940554,0.6442137,0.18425296,0.17743598,0.21777308,47056.49
1006,200,1.922942,1.4805148,3.2382858,1.2297428,0.9340372,0.6216872,0.21573812,0.15773767,0.24682425,46952.582
1007,200,0.49869028,1.0479722,3.007805,1.3631209,0.9755276,0.6352999,0.1873254,0.17570215,0.23468837,46945.54
1008,200,0.91722155,-0.057042867,3.0003188,1.251852,0.9985085,0.58125013,0.1987575,0.15734415,0.23751354,47186.117
1009,200,-0.589229,-0.44846502,3.0790215,1.308363,0.9946808,0.6058732,0.19030097,0.15782505,0.2263906,47011.555
1010,200,1.6002678,-0.18883479,3.2796066,1.4002205,0.6262806,0.50011355,0.17916538,0.16078189,0.2760529,47432.555
1011,200,1.0289356,-0.07228701,3.2862074,1.1758708,0.92298794,0.6403978,0.21737799,0.16528915,0.24023306,47057.625
1012,200,0.61407936,0.9222067,3.3064964,1.0743835,0.93071294,0.64913267,0.23474398,0.17499393,0.25822556,47154.81
1013,200,0.69153875,0.6947491,2.776392,1.2556642,1.075875,0.5692031,0.20757282,0.15692794,0.24985209,47258.848
1014,200,-0.86886257,0.6563907,3.2590756,1.3819658,0.8781636,0.5678199,0.18074411,0.15875155,0.23533186,46993.01
1015,200,1.2605689,-0.100393504,3.2332187,1.3740294,0.7801355,0.5765213,0.18019368,0.15987892,0.24589369,47113.93
1016,200,-2.2555642,-1.0225068,2.9449513,1.3563774,0.9608965,0.63325644,0.19184175,0.18174264,0.2470124,46989.35
1017,200,-1.1731234,1.9436212,3.1990414,1.363513,0.93004286,0.60930896,0.18083677,0.15834408,0.22240275,46920.098
1018,200,-1.808144,0.41133425,3.1966164,1.1578758,0.93367255,0.6035097,0.23213512,0.1560584,0.27208215,47015.14
1019,200,-0.16137354,1.7944489,3.1723483,1.3570759,0.9144264,0.62486345,0.18612644,0.16809665,0.23072353,46922.035
1020,200,-0.790523,-0.9073001,3.1984982,1.367058,0.81000304,0.56201047,0.18211624,0.15932901,0.25391778,47090.125
1021,200,1.966764,-0.19623396,3.1769872,1.3431995,0.9152116,0.61619246,0.19209206,0.17194769,0.2402241,46932.195
1022,200,-1.6263219,-0.13482246,3.215366,1.366674,0.9266292,0.61689085,0.17982641,0.15867352,0.21843038,46910.53
1023,200,-0.813596,-0.5216415,3.2320225,1.3665341,0.952405,0.63204795,0.17896871,0.15862398,0.20916374,46906.25
1024,200,-0.03926799,-0.9489328,2.672659,1.3963122,1.1176491,0.6077937,0.19212079,0.15929163,0.23194516,47025.945
1025,200,-0.90876323,-0.42431763,3.009747,1.2580833,0.92189884,0.56712985,0.2045556,0.15471521,0.26340008,47128.16
1026,200,-0.9228233,-1.4513385,2.7420194,1.3898764,1.1017201,0.6450869,0.1829759,0.17578259,0.21421018,47081.63
1027,200,-0.033319283,-1.5308034,3.1293216,1.3625513,0.989379,0.62591183,0.18287252,0.15849866,0.21451524,46905.94
1028,200,0.13157398,-1.40556,3.1239963,1.2891061,0.9741554,0.59749275,0.19107899,0.15762222,0.22707826,47046.883
1029,200,0.059894685,-0.21252304,2.777677,1.4041786,1.0876395,0.62922543,0.17922232,0.16481481,0.22190723,46979.164
1030,200,0.068599224,-0.2722761,3.2869682,1.3998387,0.67110175,0.50060594,0.17985678,0.16033094,0.2713889,47372.742
1031,200,0.038127385,0.51271755,3.121939,1.2968761,0.97518414,0.60120213,0.19025956,0.15774925,0.22575186,47032.125
1032,200,-0.02852887,-0.32473028,3.2722645,1.1738058,0.92474556,0.63487834,0.2249385,0.1615809,0.24947213,47015.496
1033,200,0.2891205,0.41287082,3.2417498,1.2209619,0.94804126,0.6308233,0.21451777,0.17563638,0.25132242,46984.836
1034,200,1.6180543,-0.8244091,3.232822,1.3435421,0.92785245,0.59811175,0.1828735,0.15816417,0.22860092,46928.695
1035,200,-1.4449402,-1.210543,3.1251423,1.225142,0.89922905,0.56682134,0.23214659,0.19395548,0.28629684,47195.484
1036,200,-0.87916064,-0.2311016,3.220401,1.3281294,0.9373778,0.60400903,0.18420623,0.15808816,0.22805262,46935.727
1037,200,-0.38687086,-0.51029277,3.2926464,1.1296952,0.92359436,0.6404356,0.22910208,0.16547886,0.25220925,47072.14
